model,features,num_features,roc_auc,f1,accuracy,precision,recall
Logistic Regression,"absNetRatingDiff,b2bDiff,netRatingDiff,netRating_b2b,restDiff",5,0.6956936574479303,0.7302008965631746,0.6534072731150687,0.6607572115384616,0.8159554730983303
Logistic Regression,"absNetRatingDiff,b2bDiff,netRatingDiff,netRating_b2b",4,0.6956916099773243,0.7302615193026152,0.6535139170310333,0.6608564988730278,0.8159554730983303
Logistic Regression,"b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_rest",5,0.6956909585094041,0.7313124638638804,0.6530873413671751,0.6590739913651928,0.8213358070500928
Logistic Regression,"b2bDiff,closeGame,netRatingDiff,netRating_b2b",4,0.695689329839604,0.7307596924857402,0.6526607657033167,0.6590129715222901,0.8200371057513914
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,restDiff",4,0.6956888645053753,0.7316307132820894,0.6537272048629625,0.6597108361901923,0.8211502782931355
Logistic Regression,"b2bDiff,closeGame,netRatingDiff,netRating_b2b,restDiff",5,0.6956883991711467,0.7308646057199537,0.6527674096192813,0.6590638044126417,0.8202226345083488
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,netRating_b2b,restDiff",5,0.6956874685026895,0.7316468253968254,0.6538338487789271,0.6598568446167611,0.8209647495361782
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,netRating_b2b",4,0.6956871427687294,0.7317073170731707,0.6539404926948917,0.6599552572706935,0.8209647495361782
Logistic Regression,"b2bDiff,netRatingDiff,restDiff",3,0.6956863517005407,0.7305716652858326,0.6531939852831395,0.6600299401197605,0.8179962894248608
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff",3,0.6956861190334264,0.7315863437215838,0.6537272048629625,0.6597584613090801,0.8209647495361782
Logistic Regression,"b2bDiff,netRatingDiff,netRating_b2b,restDiff",4,0.6956851883649691,0.7305716652858326,0.6531939852831395,0.6600299401197605,0.8179962894248608
Logistic Regression,"b2bDiff,netRatingDiff",2,0.6956834200949003,0.7305270135896585,0.6531939852831395,0.6600778676250374,0.8178107606679035
Logistic Regression,"b2bDiff,netRatingDiff,netRating_b2b",3,0.6956823498261744,0.7305875528300323,0.6533006291991041,0.6601767260745844,0.8178107606679035
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_rest",6,0.6956808142232198,0.7303827949846384,0.6537272048629625,0.6610551630843229,0.8159554730983303
Logistic Regression,"absNetRatingDiff,b2bDiff,netRatingDiff,netRating_rest",4,0.695679697421071,0.7303827949846384,0.6537272048629625,0.6610551630843229,0.8159554730983303
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,netRatingDiff,netRating_b2b,netRating_rest",6,0.6956789528863054,0.7306799336650083,0.6536205609469979,0.6605697151424288,0.8174397031539888
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_b2b,netRating_rest",7,0.6956775103501966,0.730005813470642,0.6533006291991041,0.6608028867839423,0.8153988868274582
Logistic Regression,"b2bDiff,closeGame,netRatingDiff,netRating_rest",4,0.6956772776830822,0.730686517783292,0.6527674096192813,0.6592537313432836,0.8194805194805195
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,netRating_rest",4,0.6956741599437504,0.7312717049776749,0.6534072731150687,0.6596062052505967,0.8204081632653061
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,netRatingDiff,netRating_rest",5,0.6956724847405273,0.7296308613235784,0.6531939852831395,0.6610424826755047,0.814100185528757
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,netRatingDiff,netRating_b2b,netRating_rest",6,0.6956687155332753,0.7300241124137358,0.6537272048629625,0.6614434232333886,0.8144712430426716
Logistic Regression,"b2bDiff,closeGame,netRatingDiff,netRating_b2b,netRating_rest",5,0.6956665284624007,0.7308360208385016,0.6528740535352459,0.6592570490825004,0.8198515769944341
Logistic Regression,"b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_b2b,netRating_rest",6,0.6956656443273664,0.7310584152689416,0.6528740535352459,0.6590198123044838,0.8207792207792208
Logistic Regression,"b2bDiff,netRatingDiff,netRating_rest",3,0.6956652720599835,0.7305875528300323,0.6533006291991041,0.6601767260745844,0.8178107606679035
Logistic Regression,"absNetRatingDiff,b2bDiff,netRatingDiff,netRating_b2b,netRating_rest",5,0.6956652720599835,0.7302035729123391,0.6537272048629625,0.6612490594431903,0.8152133580705009
Logistic Regression,"b2bDiff,netRatingDiff,netRating_b2b,netRating_rest",4,0.6956630849891088,0.7306193516292181,0.6535139170310333,0.6604706940488683,0.8174397031539888
Logistic Regression,"b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_rest,restDiff",6,0.6956627592551488,0.7311312964492155,0.6527674096192813,0.658779761904762,0.8213358070500928
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,netRatingDiff,netRating_rest,restDiff",6,0.6956623404543429,0.7303929696567734,0.6531939852831395,0.6602218225419664,0.8172541743970315
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,netRating_b2b,netRating_rest",5,0.695661688986423,0.7314975605722319,0.6537272048629625,0.6598537968073996,0.8205936920222634
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_rest,restDiff",7,0.6956523823018503,0.7304116865869854,0.6536205609469979,0.6608591168519075,0.8163265306122449
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,netRatingDiff,netRating_b2b,netRating_rest,restDiff",7,0.6956470309582208,0.7303771239121426,0.6530873413671751,0.6600749063670412,0.8174397031539888
Logistic Regression,"absNetRatingDiff,b2bDiff,netRatingDiff,netRating_rest,restDiff",5,0.695642563749626,0.730111277196479,0.6534072731150687,0.6608538785327721,0.8155844155844156
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,netRating_rest,restDiff",5,0.6956406558792886,0.731404958677686,0.6534072731150687,0.6594634873323398,0.8209647495361782
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,netRatingDiff,netRating_rest,restDiff",6,0.6956392133431798,0.7299318597307628,0.6534072731150687,0.6610475617098134,0.8148423005565862
Logistic Regression,"b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_b2b,netRating_rest,restDiff",7,0.6956379104073396,0.7310424582851479,0.6527674096192813,0.6588743299583085,0.8209647495361782
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_b2b,netRating_rest,restDiff",8,0.6956376777402252,0.7299451918285998,0.6531939852831395,0.6607035478051714,0.8153988868274582
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,netRatingDiff,netRating_b2b,netRating_rest,restDiff",7,0.6956351184019679,0.7298263109781434,0.6533006291991041,0.6609965377088665,0.8146567717996289
Logistic Regression,"b2bDiff,closeGame,netRatingDiff,netRating_rest,restDiff",5,0.6956332105316304,0.7307151715584952,0.6526607657033167,0.6590604026845638,0.8198515769944341
Logistic Regression,"absNetRatingDiff,b2bDiff,netRatingDiff,netRating_b2b,netRating_rest,restDiff",6,0.6956284175890755,0.7297948334579284,0.6530873413671751,0.6607008572717702,0.8150278293135436
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,netRating_b2b,netRating_rest,restDiff",6,0.6956242295810178,0.7314814814814815,0.6536205609469979,0.6597077244258872,0.8207792207792208
Logistic Regression,"b2bDiff,closeGame,netRatingDiff,netRating_b2b,netRating_rest,restDiff",6,0.6956194366384627,0.7307151715584952,0.6526607657033167,0.6590604026845638,0.8198515769944341
Logistic Regression,"b2bDiff,netRatingDiff,netRating_rest,restDiff",4,0.6956178545020854,0.7306321981937195,0.6533006291991041,0.6601287617906872,0.8179962894248608
Logistic Regression,"b2bDiff,netRatingDiff,netRating_b2b,netRating_rest,restDiff",5,0.6956138526277191,0.7307245896202952,0.6536205609469979,0.6605215827338129,0.8176252319109462
